molecule_chembl_id,standard_value,canonical_smiles
CHEMBL2151672,577.99,Fc1ccc(-c2csc(N/N=C\c3c[nH]c4ccccc34)n2)cc1
CHEMBL2158251,15.0,CC(C)CCSc1ccc2c(c1)C(=O)NC2=O
CHEMBL2158250,179.0,O=C1NC(=O)c2cc(SC3CCCCC3)ccc21
CHEMBL2158249,30.0,O=C1NC(=O)c2cc(SCCc3ccccc3)ccc21
CHEMBL2158248,364.0,O=C1NC(=O)c2cc(Sc3ccc(Br)cc3)ccc21
CHEMBL2158247,457.0,O=C1NC(=O)c2cc(Sc3ccc(Cl)cc3)ccc21
CHEMBL2158246,986.0,O=C1NC(=O)c2cc(Sc3ccccc3)ccc21
CHEMBL2158245,20.0,COc1ccc(CSc2ccc3c(c2)C(=O)NC3=O)cc1
CHEMBL2158244,6.8,O=C1NC(=O)c2cc(SCc3ccc(F)cc3)ccc21
CHEMBL2158243,7.4,O=C1NC(=O)c2cc(SCc3ccc(Br)cc3)ccc21
CHEMBL2158242,5.6,O=C1NC(=O)c2cc(SCc3ccc(Cl)cc3)ccc21
CHEMBL2158241,4.5,O=C1NC(=O)c2cc(SCc3ccccc3)ccc21
CHEMBL2177467,7500.0,CCCN(C)c1ccc(/C=C2\Cc3cc(O)c(O)cc3C2=O)cc1
CHEMBL2177466,10700.0,CCN(C)c1ccc(/C=C2\Cc3cc(O)c(O)cc3C2=O)cc1
CHEMBL2177465,7710.0,CCN(CC)c1ccc(/C=C2\Cc3cc(O)c(O)cc3C2=O)cc1
CHEMBL2177464,10900.0,CN(C)c1ccc(/C=C2\Cc3cc(O)c(O)cc3C2=O)cc1
CHEMBL2177463,40500.0,CCCN(C)c1ccc(/C=C2\Cc3cc(OC)c(O)cc3C2=O)cc1
CHEMBL2177462,28700.0,CCN(C)c1ccc(/C=C2\Cc3cc(OC)c(O)cc3C2=O)cc1
CHEMBL2177457,18550.0,CCN(CC)c1ccc(/C=C2\Cc3cc(OC)c(O)cc3C2=O)cc1
CHEMBL279390,91.0,NCCNC(=O)c1ccc(Cl)cn1
CHEMBL2206106,199.0,Cn1c(=O)c2c(nc(SCc3cccc(Br)c3)n2C)n(C)c1=O
CHEMBL2206105,227.0,Cn1c(=O)c2c(nc(SCc3cccc(Cl)c3)n2C)n(C)c1=O
CHEMBL2206104,62.0,Cn1c(=O)c2c(nc(SCCCc3cccc(Cl)c3)n2C)n(C)c1=O
CHEMBL2206103,61.0,Cn1c(=O)c2c(nc(SCCCc3ccc(Cl)cc3)n2C)n(C)c1=O
CHEMBL2206102,500.0,Cn1c(=O)c2c(nc(SCCCc3ccccc3)n2C)n(C)c1=O
CHEMBL2206101,131000.0,Cn1c(=O)c2c(nc([S+]([O-])Cc3ccccc3)n2C)n(C)c1=O
CHEMBL2206100,3500.0,Cn1c(=O)c2c(nc([S+]([O-])CCc3ccc(F)cc3)n2C)n(C)c1=O
CHEMBL2206099,471.0,Cn1c(=O)c2c(nc([S+]([O-])CCc3ccc(Br)cc3)n2C)n(C)c1=O
CHEMBL2206098,781.0,Cn1c(=O)c2c(nc([S+]([O-])CCc3ccc(Cl)cc3)n2C)n(C)c1=O
CHEMBL2206097,125.0,COc1cccc(CCSc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1
CHEMBL2206096,51.0,Cc1cccc(CCSc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1
CHEMBL2206095,17.0,Cn1c(=O)c2c(nc(SCCc3cccc(C(F)(F)F)c3)n2C)n(C)c1=O
CHEMBL2206094,40.0,Cn1c(=O)c2c(nc(SCCc3cccc(Br)c3)n2C)n(C)c1=O
CHEMBL2206093,43.0,Cn1c(=O)c2c(nc(SCCc3cccc(Cl)c3)n2C)n(C)c1=O
CHEMBL2206092,23.0,COc1ccc(CCSc2nc3c(c(=O)n(C)c(=O)n3C)n2C)cc1
CHEMBL2206091,72.0,Cc1ccc(CCSc2nc3c(c(=O)n(C)c(=O)n3C)n2C)cc1
CHEMBL2206090,19.0,Cn1c(=O)c2c(nc(SCCc3ccc(C(F)(F)F)cc3)n2C)n(C)c1=O
CHEMBL2206089,71.0,Cn1c(=O)c2c(nc(SCCc3ccc(F)cc3)n2C)n(C)c1=O
CHEMBL2206108,19.0,Cn1c(=O)c2c(nc(SCCc3ccc(Br)cc3)n2C)n(C)c1=O
CHEMBL2206107,20.0,Cn1c(=O)c2c(nc(SCCc3ccc(Cl)cc3)n2C)n(C)c1=O
CHEMBL43185,483.0,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
CHEMBL2203921,100000.0,O=C(c1ccc2c(c1)OCO2)N1CCCCCC1
CHEMBL1575961,1130.0,O=C(/C=C/c1ccc2c(c1)OCO2)NC1CCCC1
CHEMBL1606959,3430.0,O=C(CCN1CCCCC1)c1ccc2c(c1)OCO2
CHEMBL1712955,3180.0,O=C(CN1CCCCC1)c1ccc2c(c1)OCO2
CHEMBL2203920,4890.0,O=C(/C=C/c1ccc2c(c1)OCO2)N1CCCC1
CHEMBL2203919,497.0,CC1CCN(C(=O)/C=C/c2ccc3c(c2)OCO3)CC1
CHEMBL118703,6390.0,O=C(/C=C/c1ccc2c(c1)OCO2)N1CCOCC1
CHEMBL2203918,666.0,O=C(/C=C/c1ccc2c(c1)OCO2)NC1CCCCC1
CHEMBL1492484,15390.0,S=C(c1ccc2c(c1)OCO2)N1CCCCC1
CHEMBL2204752,4.8,N#Cc1ccc(OCc2ccc(Br)cc2)cc1C#N
CHEMBL2204754,785.0,N#Cc1ccc(OCc2ccccc2)cc1
CHEMBL2204753,7.9,N#Cc1ccc(OCc2ccccc2)cc1C#N
CHEMBL2204775,4770.0,N#Cc1ccc(SC2CCCCC2)cc1
CHEMBL2204774,1810.0,N#Cc1ccc(SCCc2ccccc2)cc1
CHEMBL2204773,637.0,N#Cc1ccc(Sc2ccc(Br)cc2)cc1
CHEMBL2204772,4280.0,N#Cc1ccc(Sc2ccc(Cl)cc2)cc1
CHEMBL2204771,11200.0,N#Cc1ccc(Sc2ccccc2)cc1
CHEMBL2204770,861.0,COc1ccc(CSc2ccc(C#N)cc2)cc1
CHEMBL2204769,449.0,N#Cc1ccc(SCc2ccc(F)cc2)cc1
CHEMBL2204768,484.0,N#Cc1ccc(SCc2ccc(Br)cc2)cc1
CHEMBL2204767,531.0,N#Cc1ccc(SCc2ccc(Cl)cc2)cc1
CHEMBL2204766,1580.0,N#Cc1ccc(SCc2ccccc2)cc1
CHEMBL2204765,242.0,CC(C)CCSc1ccc(C#N)c(C#N)c1
CHEMBL2204764,887.0,N#Cc1ccc(SC2CCCC2)cc1C#N
CHEMBL2204763,223.0,N#Cc1ccc(SC2CCCCC2)cc1C#N
CHEMBL2204762,124.0,N#Cc1ccc(SCCc2ccccc2)cc1C#N
CHEMBL2204761,79.0,N#Cc1ccc(Sc2ccc(Br)cc2)cc1C#N
CHEMBL2204760,114.0,N#Cc1ccc(Sc2ccc(Cl)cc2)cc1C#N
CHEMBL1987137,2130.0,N#Cc1ccc(Sc2ccccc2)cc1C#N
CHEMBL2204759,67.0,COc1ccc(CSc2ccc(C#N)c(C#N)c2)cc1
CHEMBL2204758,34.0,N#Cc1ccc(SCc2ccc(F)cc2)cc1C#N
CHEMBL2204757,25.0,N#Cc1ccc(SCc2ccc(Br)cc2)cc1C#N
CHEMBL2204756,14.0,N#Cc1ccc(SCc2ccc(Cl)cc2)cc1C#N
CHEMBL2204755,167.0,N#Cc1ccc(SCc2ccccc2)cc1C#N
CHEMBL2238456,79500.0,NCCCCCCNCC(N)=O
CHEMBL2238457,54300.0,CC(C)(C)OC(=O)NCCCCCCNCC(N)=O
CHEMBL2312488,38018.94,O=c1c(CO)coc2ccccc12
CHEMBL1891947,100000.0,O=c1cc(CO)oc2ccccc12
CHEMBL2312487,1905.46,CCOC(=O)c1coc2ccccc2c1=O
CHEMBL164781,100000.0,CCOC(=O)c1cc(=O)c2ccccc2o1
CHEMBL2312486,38904.51,CCOC(=O)c1cc(=O)c2cc(Cl)ccc2o1
CHEMBL2312485,1000000.0,O=C(O)c1coc2ccc(Cl)cc2c1=O
CHEMBL1458820,1000000.0,O=C(O)c1cc(=O)c2cc(Cl)ccc2o1
CHEMBL2312490,5623.41,CCCOC(=O)c1coc2ccccc2c1=O
CHEMBL2312489,35481.34,CCCOC(=O)c1cc(=O)c2ccccc2o1
CHEMBL349376,100000.0,CN(C(=O)c1cc(=O)c2ccccc2o1)c1ccccc1
CHEMBL2312986,1000.0,CCn1c(=O)c2c(cc(OCc3ccc(Cl)cc3)n2C)n(CC)c1=O
CHEMBL2312985,1000.0,CCn1c(=O)c2c(cc(C#Cc3ccc(Cl)cc3)n2C)n(CC)c1=O
CHEMBL2312984,1000.0,CCn1c(=O)c2c(cc(/C=C/c3ccc(Cl)cc3)n2C)n(CC)c1=O
CHEMBL2312983,1000.0,CCn1c(/C=C/c2ccc(Cl)cc2)cc2c1c(=O)n(C)c(=O)n2C
CHEMBL2312982,1000.0,Cn1c(=O)c2c(cc(-c3nc4ccc(Cl)cc4o3)n2C)n(C)c1=O
CHEMBL2312981,182.3,Cn1c(=O)c2c(cc(-n3cc(-c4ccc(Cl)cc4)nn3)n2C)n(C)c1=O
CHEMBL2312980,10000.0,Cn1c(=O)c2c(cc(NC(=O)c3ccc(Cl)cc3)n2C)n(C)c1=O
CHEMBL2312979,10000.0,Cn1c(=O)c2c(cc(Oc3cccc(-c4ccccc4)c3)n2C)n(C)c1=O
CHEMBL2312978,10000.0,Cn1c(=O)c2c(cc(Oc3cccc(Cl)c3)n2C)n(C)c1=O
CHEMBL2312977,1000.0,Cn1c(=O)c2c(cc(OCc3ccc4ccccc4c3)n2C)n(C)c1=O
CHEMBL2312976,582.8,Cn1c(=O)c2c(cc(OCc3ccc(Cl)c(C(F)(F)F)c3)n2C)n(C)c1=O
CHEMBL2312975,48.1,Cn1c(=O)c2c(cc(OCc3ccc(Cl)cc3)n2C)n(C)c1=O
CHEMBL2312974,1000.0,Cn1c(=O)c2c(cc(C#CCc3ccccc3)n2C)n(C)c1=O
CHEMBL2313286,67.8,Cn1c(=O)c2c(cc(C#Cc3ccc(Cl)cc3)n2C)n(C)c1=O
CHEMBL2313285,173.2,Cn1c(=O)c2c(cc(C#Cc3cccc(Cl)c3)n2C)n(C)c1=O
CHEMBL2313284,430.3,Cn1c(=O)c2c(nc(/C=C/c3ccc(Cl)cc3)n2C)n(C)c1=O
CHEMBL2313283,1000.0,Cn1c(=O)c2c(cc(/C=C/c3ccccc3O)n2C)n(C)c1=O
CHEMBL2313282,10000.0,Cn1c(=O)c2c(cc(/C=C/c3ccc(O)cc3)n2C)n(C)c1=O
CHEMBL2313281,1000.0,Cn1c(=O)c2c(cc(/C=C/c3cccc(O)c3)n2C)n(C)c1=O
CHEMBL2313280,10000.0,Cn1c(=O)c2c(cc(/C=C/c3ccncc3)n2C)n(C)c1=O
CHEMBL2313279,543.3,Cn1c(=O)c2c(cc(/C=C/c3ccc(C#N)cc3)n2C)n(C)c1=O
CHEMBL2313278,1000.0,Cn1c(=O)c2c(cc(/C=C/c3ccc(S(C)(=O)=O)cc3)n2C)n(C)c1=O
CHEMBL2313277,586.7,CC(=O)c1ccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)cc1
CHEMBL2313276,10000.0,Cn1c(=O)c2c(cc(/C=C/c3cccc(C#N)c3)n2C)n(C)c1=O
CHEMBL2313275,10000.0,CC(=O)c1cccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)c1
CHEMBL2313274,10000.0,Cn1c(=O)c2c(cc(/C=C/c3cccc(N)n3)n2C)n(C)c1=O
CHEMBL2312991,1000.0,Cn1c(=O)c2c(cc(/C=C/c3ccc4c(c3)OCO4)n2C)n(C)c1=O
CHEMBL2312990,132.9,Cn1c(=O)c2c(cc(/C=C/c3ccc(Cl)c(Cl)c3)n2C)n(C)c1=O
CHEMBL2312989,266.7,Cn1c(=O)c2c(cc(/C=C/c3ccc(Br)cc3)n2C)n(C)c1=O
CHEMBL2312988,1368.0,CCCOc1ccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)cc1
CHEMBL2312987,762.5,COc1ccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)cc1
CHEMBL2313298,431.5,Cn1c(=O)c2c(cc(/C=C/c3ccc(C(F)(F)F)cc3)n2C)n(C)c1=O
CHEMBL2313297,200.0,Cn1c(=O)c2c(cc(/C=C/c3ccc(Cl)cc3)n2C)n(C)c1=O
CHEMBL2313296,174.6,Cn1c(=O)c2c(cc(/C=C/c3ccc(F)cc3)n2C)n(C)c1=O
CHEMBL2313295,480.0,Cn1c(=O)c2c(cc(/C=C/c3cccc(C(F)(F)F)c3)n2C)n(C)c1=O
CHEMBL2313294,370.2,COc1cccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)c1
CHEMBL39898,1580.0,Cn1c(=O)c2c(cc(/C=C/c3ccccc3)n2C)n(C)c1=O
CHEMBL2313293,1480.0,Cn1c(=O)c2c(cc(/C=C/c3cccc(Cl)c3)n2C)n(C)c1=O
CHEMBL2313292,5220.0,Cn1c(=O)c2c(c3cc(OCc4ccccc4)ccc3n2C)n(C)c1=O
CHEMBL2313291,1390.0,Cn1c(=O)c2c(c3ccc(-c4cccc(Cl)c4)cc3n2C)n(C)c1=O
CHEMBL2313290,7630.0,Cn1c(=O)c2c(c3ccc(-c4ccccc4)cc3n2C)n(C)c1=O
CHEMBL2313289,10000.0,CN(C(=O)/C=C/c1ccccc1)c1cn(C)c(=O)n(C)c1=O
CHEMBL2313288,10000.0,Cn1c(/C=C/c2ccccc2)nc2c1ccc(=O)n2C
CHEMBL2313287,10000.0,Cn1ccc2nc(/C=C/c3ccccc3)n(C)c2c1=O
CHEMBL431770,10000.0,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O
CHEMBL26138,587.6,Cn1c(=O)c2c(nc(/C=C/c3cccc(Cl)c3)n2C)n(C)c1=O
CHEMBL2326864,100000.0,CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1
CHEMBL2333931,18110.0,C#CCN(CCCCCCNc1c2c(nc3ccccc13)CCCC2)[C@H](C)Cc1ccc(OC)cc1
CHEMBL2333930,129.0,C#CCN(C)[C@H](C)Cc1ccc(OCCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1
CHEMBL2333929,519.0,C#CCN(C)[C@H](C)Cc1ccc(OCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1
CHEMBL2333928,6210.0,C#CCN(C)[C@H](C)Cc1ccc(OCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1
CHEMBL2333927,11070.0,C#CCN(C)[C@H](C)Cc1ccc(OCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1
CHEMBL2333926,346.0,C#CCN(C)[C@H](C)Cc1ccc(OCCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1
CHEMBL2333925,181.0,C#CCN(C)[C@H](C)Cc1ccc(OCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1
CHEMBL2333937,167.0,C#CCN(C)[C@H](C)Cc1ccc(OCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1
CHEMBL2333936,209.0,C#CCN(C)[C@H](C)Cc1ccc(OCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1
CHEMBL2333935,2400.0,C#CCN(C)[C@H](C)Cc1ccc(OCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1
CHEMBL2333934,8550.0,C#CCN(C)[C@H](C)Cc1ccc(OCCCCNc2c3c(nc4ccccc24)CCCC3)cc1
CHEMBL2333933,4460.0,C#CCN(C)[C@H](C)Cc1ccc(OCCCNc2c3c(nc4ccccc24)CCCC3)cc1
CHEMBL2333932,693.0,C#CCN(C)[C@H](C)Cc1ccc(OCCNc2c3c(nc4ccccc24)CCCC3)cc1
CHEMBL2331563,654.32,O=C(/C=C(O)/C=C/c1ccc(O)c(O)c1)c1ccccc1O
CHEMBL2332173,26.46,O=C(/C=C(O)/C=C/c1ccc(O)cc1)c1ccccc1O
CHEMBL2332172,3770.0,Cc1ccc(/C=C/C(O)=C/C(=O)c2ccccc2O)cc1
CHEMBL2332171,2670.0,O=C(/C=C(O)/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1O
CHEMBL2332170,1680.0,COc1cc(/C=C/C(O)=C/C(=O)c2c(O)cccc2OC)ccc1O
CHEMBL2332166,50.44,O=C(/C=C(O)/C=C/c1ccccc1)c1cc(F)ccc1O
CHEMBL2332163,1160.0,O=C(/C=C(O)/C=C/c1ccccc1)c1ccccc1O
CHEMBL1963386,667.89,O=C(/C=C/c1ccccc1)c1cc(F)ccc1O
CHEMBL2332185,160.32,O=C(/C=C/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1O
CHEMBL2332184,969.44,COc1cc(/C=C/C=C/C(=O)c2c(O)cccc2O)ccc1O
CHEMBL2332183,1450.0,COc1ccc(/C=C/C=C/C(=O)c2c(O)cccc2O)cc1OC
CHEMBL2332182,486.35,COc1cc(/C=C/C=C/C(=O)c2c(O)cccc2OC)ccc1O
CHEMBL2332181,501.66,COc1cc(/C=C/C=C/C(=O)c2ccccc2O)ccc1O
CHEMBL2332179,14610.0,COc1ccc(/C=C/C=C/C(=O)c2ccccc2O)cc1OC
CHEMBL2332178,1810.0,COc1ccc(/C=C/C=C/C(=O)c2ccccc2O)cc1
CHEMBL2332177,725.92,COc1ccc(/C=C/C=C/C(=O)c2cc(F)ccc2O)cc1
CHEMBL2332176,75.84,O=C(/C=C/C=C/c1ccccc1)c1cc(F)ccc1O
CHEMBL2332175,11.35,O=C(/C=C/C=C/c1ccc(Cl)cc1)c1ccc(O)cc1O
CHEMBL2332174,4.51,COc1ccc(C(=O)/C=C/C=C/c2ccc(Cl)cc2)c(O)c1
CHEMBL2332190,860.46,O=C(/C=C/C=C/c1ccc(Cl)cc1)c1ccccc1O
CHEMBL2332189,1460.0,O=C(/C=C/C=C/c1ccc(Cl)cc1)c1cc(Cl)ccc1O
CHEMBL2332188,1080.0,O=C(/C=C/C=C/c1ccc([N+](=O)[O-])cc1)c1cc(Cl)ccc1O
CHEMBL2332187,153.14,COc1ccc(/C=C/C=C/C(=O)c2cc(Cl)ccc2O)cc1
CHEMBL2332186,54.77,O=C(/C=C/C=C/c1ccccc1)c1cc(Cl)ccc1O
CHEMBL244661,105.51,O=C(/C=C/C=C/c1ccccc1)c1ccccc1O
CHEMBL2332210,131.5,C#CCN(C)[C@H](CF)CC(C)C
CHEMBL2332212,208.5,C#CCN(C)[C@H](CF)Cc1ccco1
CHEMBL2332211,664.0,C#CCN(C)[C@H](CF)CC(=C)C
CHEMBL2376888,185.0,CC(C)COC(=O)Nc1cc2ccccc2oc1=O
CHEMBL2376885,45.0,O=C(Nc1cc2ccccc2oc1=O)OCc1ccccc1
CHEMBL2376891,24300.0,O=C(Nc1cc2ccccc2oc1=O)Oc1ccccc1
CHEMBL2376890,5080.0,O=C(Nc1cc2ccccc2oc1=O)OCCBr
CHEMBL2376887,6630.0,CC(C)OC(=O)Nc1cc2ccccc2oc1=O
CHEMBL2376886,33380.0,CCOC(=O)Nc1cc2ccccc2oc1=O
CHEMBL2376508,10.0,O=C(Cl)c1cc2cc(Cl)ccc2oc1=O
CHEMBL577123,19.05,Cc1ccc2oc(=O)c(C(=O)O)cc2c1
CHEMBL83294,17.38,O=C(O)c1cc2ccccc2oc1=O
CHEMBL325761,1.14,Cc1c(C)c2ccc(OCc3ccc(F)c(F)c3)cc2oc1=O
CHEMBL2376160,100000.0,CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)c(Cc2ccc(S(C)(=O)=O)cc2)s1
CHEMBL2382418,10000.0,O=C(Nc1nc2ccccc2c(=O)s1)c1ccc(C(=O)N2CCN(Cc3ccccc3)CC2)cc1
CHEMBL2382426,9.8,Cc1sc2nc(NC(=O)CCCc3ccccc3)sc(=O)c2c1C
CHEMBL2382425,69.7,O=C(CCCc1ccccc1)Nc1nc2sccc2c(=O)s1
CHEMBL2382424,206.0,O=C(CCCc1ccccc1)Nc1nc2ccsc2c(=O)s1
CHEMBL2382423,76.4,O=C(CCCc1ccccc1)Nc1nc2cc(Cl)ccc2c(=O)s1
CHEMBL2382422,10000.0,O=C(CCCc1ccccc1)Nc1nc2ccc(Br)cc2c(=O)s1
CHEMBL2382421,10000.0,O=C(CCCc1ccccc1)Nc1nc2ccc(Cl)cc2c(=O)s1
CHEMBL2382420,94.0,Cc1ccc2nc(NC(=O)CCCc3ccccc3)sc(=O)c2c1
CHEMBL2380384,53.1,CN(C(=O)CCCc1ccccc1)c1nc2ccccc2c(=O)s1
CHEMBL2380383,10000.0,O=C(Nc1nc2ccccc2c(=O)s1)c1ccc(C(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)cc1
CHEMBL2380382,10000.0,O=C(Nc1nc2ccccc2c(=O)s1)c1ccc(C(=O)N2CCN(Cc3cccc(Cl)c3)CC2)cc1
CHEMBL2380381,10000.0,O=C(Nc1nc2ccccc2c(=O)s1)c1ccc(C(=O)N2CCN(Cc3ccccc3Cl)CC2)cc1
CHEMBL2382441,10000.0,O=C(C/C=C/c1ccc(Cl)c(Cl)c1)Nc1nc2ccccc2c(=O)s1
CHEMBL2382440,1000.0,O=C(C/C=C/c1cccc(Cl)c1)Nc1nc2ccccc2c(=O)s1
CHEMBL2382439,238.0,COc1cccc(/C=C/CC(=O)Nc2nc3ccccc3c(=O)s2)c1
CHEMBL2382438,39.8,O=C(C/C=C/c1ccccc1)Nc1nc2ccccc2c(=O)s1
CHEMBL2382437,3440.0,O=C(CCCc1ccc(Cl)c(Cl)c1)Nc1nc2ccccc2c(=O)s1
CHEMBL2382436,1000.0,O=C(CCCc1cccc(Cl)c1)Nc1nc2ccccc2c(=O)s1
CHEMBL2382435,389.0,COc1cccc(CCCC(=O)Nc2nc3ccccc3c(=O)s2)c1
CHEMBL2382434,34.9,O=C(CCCc1ccccc1)Nc1nc2ccccc2c(=O)s1
CHEMBL2382433,43.7,COc1cccc(C#CC(=O)Nc2nc3ccccc3c(=O)s2)c1
CHEMBL2382432,93.3,O=C(/C=C/c1cccc(Cl)c1)Nc1nc2ccccc2c(=O)s1
CHEMBL2382431,470.0,COc1cccc(/C=C/C(=O)Nc2nc3ccccc3c(=O)s2)c1
CHEMBL2382430,1.63,O=C(COc1cccc(Cl)c1)Nc1nc2ccccc2c(=O)s1
CHEMBL2382429,2.09,O=C(CCc1ccccc1Br)Nc1nc2ccccc2c(=O)s1
CHEMBL2382428,11.2,O=C(CCc1ccccc1F)Nc1nc2ccccc2c(=O)s1
CHEMBL2382427,10000.0,O=C(CCc1ccc(Cl)c(Cl)c1)Nc1nc2ccccc2c(=O)s1
CHEMBL2380386,95.3,COc1cccc(CCC(=O)Nc2nc3ccccc3c(=O)s2)c1
CHEMBL2380385,17.6,O=C(CCc1ccccc1)Nc1nc2ccccc2c(=O)s1
CHEMBL2391881,12.0,O=C1OCc2ccc(OCC3CCCCC3)cc21
CHEMBL2391880,7.4,O=C1OCc2ccc(OCCOc3ccc(F)cc3)cc21
CHEMBL2391879,12.0,O=C1OCc2ccc(OCCOc3ccc(Br)cc3)cc21
CHEMBL2391878,11.0,O=C1OCc2ccc(OCCOc3ccc(Cl)cc3)cc21
CHEMBL2391877,18.0,O=C1OCc2ccc(OCCOc3ccccc3)cc21
CHEMBL2391876,6.2,O=C1OCc2ccc(OCCCc3ccccc3)cc21
CHEMBL2391875,81.0,Cc1ccc(CCOc2ccc3c(c2)C(=O)OC3)cc1
CHEMBL2391874,68.0,O=C1OCc2ccc(OCCc3ccc(F)cc3)cc21
CHEMBL2391873,48.0,O=C1OCc2ccc(OCCc3ccc(Cl)cc3)cc21
CHEMBL2391872,47.0,O=C1OCc2ccc(OCCc3ccccc3)cc21
CHEMBL2391871,3.5,O=C1OCc2ccc(OCc3cccc(Br)c3)cc21
CHEMBL2391870,9.0,Cc1ccc(COc2ccc3c(c2)C(=O)OC3)cc1
CHEMBL2391869,1.8,O=C1OCc2ccc(OCc3ccc(I)cc3)cc21
CHEMBL2391742,1.4,O=C1OCc2ccc(OCc3ccc(C(F)(F)F)cc3)cc21
CHEMBL2391741,6.4,O=C1OCc2ccc(OCc3ccc(F)cc3)cc21
CHEMBL2391740,2.4,O=C1OCc2ccc(OCc3ccc(Br)cc3)cc21
CHEMBL2391739,2.8,O=C1OCc2ccc(OCc3ccc(Cl)cc3)cc21
CHEMBL144898,24.0,O=C1OCc2ccc(OCc3ccccc3)cc21
CHEMBL2391738,28600.0,O=C1OCc2ccccc21
CHEMBL2392121,11000.0,CC(=O)Nc1nc(CCc2ccc(Cc3c[nH]c(N)n3)cc2)cs1
CHEMBL2402067,12160.0,COc1cc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc(OC)c1
CHEMBL2402160,14090.0,CN(C)c1ccc(O)c(CNc2ccc(/C=C/c3cc(O)cc(O)c3)cc2)c1
CHEMBL2409540,13.0,C/C(=N/Nc1nc(-c2ccccc2)cs1)c1ccncc1
CHEMBL557959,127.4,CCOC(=O)c1csc(N/N=C(\C)c2ccncc2)n1
CHEMBL2409538,944.0,C/C(=N\Nc1nc(-c2ccccc2)cs1)c1cccnc1
CHEMBL550488,72.2,CCOC(=O)c1csc(N/N=C(\C)c2cccnc2)n1
CHEMBL2409543,13633.0,C/C(=N\Nc1nc(C)cs1)c1cccnc1
CHEMBL2409542,3840.0,C/C(=N\Nc1nc(-c2ccccc2)cs1)c1ccccn1
CHEMBL2408585,71.8,O=C1CCCc2nc(Nc3cccc(Cl)c3)ncc21
CHEMBL2408408,77.9,Clc1cccc(Nc2ncc3c(n2)CCCC3)c1
CHEMBL2408575,65.0,Cc1ccc(Nc2ncc3c(n2)CC(C)CC3=O)cn1
CHEMBL2408569,4.5,CC1CC(=O)c2cnc(Nc3ccc(C#N)cc3)nc2C1
CHEMBL2408565,7.98,Cc1ccc(Nc2ncc3c(n2)CC(C)CC3=O)cc1
CHEMBL2408563,34.4,CC1(C)CC(=O)c2cnc(Nc3ccc(Cl)cc3)nc2C1
CHEMBL2408561,927.0,N#Cc1cccc(Nc2ncc3c(n2)CCCC3=O)c1
CHEMBL2418199,2539.2,c1ccc(-c2nc3ccc(NC4CCCCC4)nc3o2)cc1
CHEMBL2418203,1372.8,c1ccc(-c2nc3ccc(N4CCCCC4)nc3o2)cc1
CHEMBL2418209,889.5,Clc1ccc(-c2nc3ccc(N4CCCCC4)nc3o2)cc1
CHEMBL2418204,665.1,Fc1ccccc1-c1nc2ccc(N3CCCCC3)nc2o1
CHEMBL2418213,357.9,Clc1ccc(-c2nc3ccc(N4CCCCC4)nc3s2)cc1
CHEMBL2418210,356.0,c1ccc(-c2nc3ccc(N4CCCCC4)nc3s2)cc1
CHEMBL2418208,334.5,Clc1cccc(-c2nc3ccc(N4CCCCC4)nc3o2)c1
CHEMBL2418205,271.8,Fc1cccc(-c2nc3ccc(N4CCCCC4)nc3o2)c1
CHEMBL2418206,270.3,Fc1ccc(-c2nc3ccc(N4CCCCC4)nc3o2)cc1
CHEMBL2418207,267.1,Clc1ccccc1-c1nc2ccc(N3CCCCC3)nc2o1
CHEMBL2418212,171.4,Clc1ccccc1-c1nc2ccc(N3CCCCC3)nc2s1
CHEMBL2418211,26.5,Fc1ccc(-c2nc3ccc(N4CCCCC4)nc3s2)cc1
CHEMBL2417755,340.0,CN1N=C(c2ccc(O)cc2O)CC1c1ccc(Cl)cc1
